label,prediction,ec3
0,4.734671e-08,3
0,5.2747646e-07,3
0,6.952092e-08,2
0,8.1856e-08,2
0,9.491479e-08,2
0,0.036606435,2
0,3.875834e-06,2
0,3.0106083e-08,3
0,4.0316827e-08,3
0,1.4307697e-07,3
0,4.3641235e-06,1
0,2.0907706e-07,2
0,3.880158e-07,3
0,1.275334e-07,3
0,1.236517e-07,2
0,2.6204762e-06,2
0,1.1403381e-07,2
0,1.2165225e-07,2
0,1.3629565e-07,3
0,2.3350005e-07,3
0,3.2016726e-07,3
0,1.1077399e-07,2
0,0.0010877433,1
0,2.2377035e-08,2
0,9.1170094e-08,3
0,4.6635836e-07,3
0,1.6084581e-07,2
0,4.0112944e-08,2
0,1.1701928e-07,2
0,3.0363518e-07,3
0,1.2916156e-07,3
0,2.4788014e-06,2
0,1.034128e-06,1
0,6.713966e-08,3
0,8.715322e-08,3
0,7.338533e-08,2
0,1.1503702e-06,2
0,1.1776212e-06,1
0,3.1109028e-06,1
0,4.2589602e-07,3
0,8.760002e-08,2
0,2.655037e-07,1
0,3.894649e-06,3
0,1.22549e-07,3
0,7.679752e-08,2
0,2.1073142e-06,2
0,3.850876e-06,3
0,9.056608e-08,2
0,6.752738e-08,2
0,8.9414607e-07,2
0,3.6944168e-06,1
0,2.947937e-05,1
0,1.6708515e-06,2
0,6.878546e-08,2
0,7.5466986e-08,2
0,2.869257e-06,1
0,3.8001943e-08,3
0,5.367301e-07,3
0,6.440579e-06,2
0,3.4328111e-06,2
0,2.8583543e-06,3
0,7.555183e-06,2
0,4.3679174e-06,2
0,2.841005e-07,1
0,1.3750514e-07,3
0,1.0907518e-05,2
0,8.641249e-08,2
0,1.0802505e-06,1
0,1.6754885e-07,3
0,1.3750514e-07,3
0,5.0863665e-08,3
0,5.437251e-06,1
0,3.8483614e-07,99
0,9.935209e-08,2
0,2.5009093e-08,2
0,7.612405e-08,2
0,3.1485133e-08,3
0,2.7839462e-06,2
0,1.529709e-07,2
0,1.5427847e-06,2
0,0.00013320048,2
0,1.7633208e-07,3
0,2.961808e-08,3
0,5.3210293e-08,2
0,7.738264e-07,3
0,1.9288562e-05,2
0,9.637639e-06,2
0,1.8656235e-07,2
0,1.9452509e-07,2
0,5.825678e-08,2
0,1.3283336e-07,3
0,3.3709174e-08,3
0,1.01933836e-07,3
0,8.611142e-06,2
0,3.6615296e-07,3
0,3.814228e-07,2
0,4.479472e-06,2
0,3.93431e-07,1
0,7.240568e-08,2
0,1.0736189e-08,1
0,5.8145156e-07,1
0,2.900456e-07,2
0,1.0851385e-06,3
0,3.839135e-06,2
0,1.976943e-06,1
0,4.4851043e-07,3
0,1.3182704e-07,3
0,5.302226e-08,2
0,3.2458836e-06,1
0,6.356073e-08,3
0,1.5467505e-05,2
0,2.4802952e-07,2
0,1.0736189e-08,1
0,3.6119786e-08,2
0,4.5172446e-06,2
0,5.0166336e-06,2
0,2.7413682e-07,2
0,1.76489e-05,1
0,5.0692565e-06,2
0,1.0258587e-07,2
0,6.7553395e-07,3
0,1.9886534e-06,2
0,5.037148e-08,2
0,5.512301e-05,1
0,8.212965e-06,1
0,8.704805e-08,2
0,9.215197e-06,2
0,1.60139e-07,3
0,6.9010894e-06,2
0,1.9187574e-08,2
0,1.299635e-06,1
0,3.5663042e-08,2
0,3.0098192e-07,3
0,5.922387e-08,3
0,3.9422607e-06,2
0,6.530762e-08,2
0,6.337309e-08,2
0,2.2749807e-08,2
0,2.7716358e-06,2
0,5.706792e-08,3
0,1.3723286e-08,2
0,3.242301e-06,1
0,2.5032175e-05,2
0,3.7731e-06,2
0,0.00017935534,1
0,6.978303e-06,1
0,3.4800294e-07,3
0,1.8843502e-07,3
0,0.9999778,1
0,9.402285e-07,1
0,1.8383382e-05,2
0,1.7616198e-07,3
0,9.504973e-07,99
0,1.11884106e-07,2
0,2.0880327e-07,3
0,3.541134e-07,1
0,2.344416e-05,1
0,3.880158e-07,3
0,5.367035e-07,1
0,3.653584e-07,2
0,2.1429756e-08,3
0,6.205839e-08,2
0,3.0098192e-07,3
0,2.4841968e-06,3
0,1.0,1
0,1.6293884e-08,2
0,4.0491295e-06,1
0,2.158043e-06,2
0,5.488793e-06,3
0,6.011006e-08,2
0,5.444368e-08,2
0,2.389621e-07,3
0,9.940988e-06,2
0,9.197141e-08,3
0,0.0001248631,2
0,3.041286e-06,2
0,1.791917e-08,2
0,1.0648682e-07,2
0,3.623254e-06,2
0,4.932297e-06,2
0,1.9366288e-07,3
0,9.381312e-08,2
0,2.84827e-07,3
0,5.6418866e-08,3
0,5.192168e-06,2
0,1.201309e-07,2
0,1.3750514e-07,3
0,1.8186388e-07,3
0,1.5913096e-05,2
0,4.715264e-06,1
0,1.4455286e-07,2
0,1.5247676e-05,2
0,3.1942814e-06,2
0,1.1890444e-05,1
0,1.5422684e-07,3
0,1.7978248e-07,2
0,4.95035e-06,2
0,3.4442694e-06,2
0,7.114568e-08,2
0,4.9467726e-05,2
0,4.4257078e-08,2
0,1.1473732e-07,2
0,1.9003306e-07,3
0,1.09693495e-07,2
0,1.5627473e-05,2
0,4.5627e-07,2
0,7.2245996e-07,1
0,1.1712461e-06,2
0,7.045871e-08,2
0,8.678041e-06,2
0,4.6381388e-06,2
0,5.9589627e-08,2
0,5.115314e-06,2
0,3.2394637e-06,2
0,6.63243e-08,2
0,9.608987e-06,2
0,3.300459e-06,1
0,1.06249864e-07,2
0,7.5434606e-08,2
0,7.977996e-06,2
0,5.071578e-06,2
0,1.2172084e-07,3
0,1.9808038e-05,1
0,6.564844e-08,2
0,3.6568888e-06,2
0,5.303046e-08,2
0,3.1533876e-08,3
0,1.5994527e-08,2
0,3.234658e-08,3
0,2.9481492e-07,2
0,1.9148443e-07,1
0,1.701876e-05,1
0,1.1364711e-07,3
0,2.2955003e-07,1
0,1.17981166e-07,2
0,1.0851385e-06,3
0,5.419947e-07,2
0,4.0048885e-08,2
0,7.74446e-08,3
0,1.1868452e-08,2
0,3.2319067e-06,1
0,1.3297974e-07,3
0,1.9308882e-05,1
0,4.4751664e-07,3
0,1.63472e-05,2
0,5.643868e-06,1
0,3.135293e-06,2
0,3.880158e-07,3
0,2.486067e-05,1
0,5.4622888e-08,3
0,8.765031e-07,3
0,1.8214787e-05,1
0,4.2520605e-07,2
0,4.6347827e-06,1
0,4.42847e-05,1
0,4.843277e-06,1
0,9.30936e-07,3
0,2.6565158e-06,3
0,2.6485577e-07,3
0,6.558861e-07,3
0,1.2477896e-07,3
0,2.676483e-06,1
0,3.335287e-06,1
0,4.1676796e-07,2
0,3.7474026e-06,2
0,9.098786e-08,2
0,4.2754027e-06,2
0,7.209933e-08,3
0,9.822346e-08,2
0,8.249534e-08,3
0,4.681162e-08,3
0,9.560031e-08,2
0,2.3268274e-06,2
0,3.234108e-06,2
0,3.894649e-06,3
0,4.072739e-08,3
0,7.759948e-06,1
0,3.3673782e-06,2
0,4.950879e-06,1
0,6.0952148e-06,1
0,1.4217181e-06,2
0,1.0415022e-05,2
0,2.5708678e-06,2
0,3.039891e-06,2
0,1.5563701e-06,1
0,3.3364988e-06,2
0,4.5657566e-06,1
0,4.0477552e-08,3
0,1.2766482e-07,2
0,4.1609315e-08,2
0,1.2056819e-07,3
0,2.858333e-07,3
0,1.5331749e-07,2
0,2.748127e-07,3
0,1.6120409e-06,2
0,3.4489299e-06,2
0,7.347482e-08,3
0,3.5618937e-06,2
0,1.6772736e-08,2
0,5.55976e-08,2
0,4.8729844e-06,1
0,9.282363e-09,2
0,4.730316e-05,2
0,5.4615754e-07,3
0,5.0410827e-06,2
0,5.876971e-08,2
0,4.7352305e-08,3
0,1.252032e-07,3
0,1.0166361e-06,1
0,3.8564767e-08,2
0,1.3452264e-07,2
0,1.3583383e-07,2
0,5.615702e-07,3
0,7.237959e-08,2
0,4.00689e-06,1
0,1.07386924e-07,3
0,2.031244e-08,2
0,2.7512945e-06,1
0,6.020362e-06,2
0,1.0017532e-06,2
0,1.4259424e-06,2
0,1.1024067e-06,3
0,1.0809681e-05,1
0,2.627072e-06,1
0,1.9909452e-05,1
0,5.4022575e-08,2
0,1.4388169e-05,2
0,8.077576e-08,2
0,1.5587734e-06,2
0,3.3178015e-08,3
0,7.590614e-08,2
0,1.6503527e-06,99
0,6.911495e-07,1
0,3.333298e-07,3
0,1.9687004e-06,2
0,8.4387246e-08,2
0,8.055865e-07,2
0,2.1232468e-06,2
0,7.768648e-08,2
0,6.912155e-07,1
0,1.0131662e-06,3
0,2.2148276e-07,3
0,1.19803e-07,3
0,1.5587734e-06,2
0,7.730734e-08,3
0,4.10662e-07,3
0,7.9907045e-07,1
0,2.5816735e-06,2
0,2.218928e-06,2
0,9.498379e-08,3
0,1.3556195e-07,2
0,1.7696009e-06,1
0,3.9214647e-06,2
0,8.2318e-06,2
0,4.272779e-08,3
0,8.8975796e-08,2
0,1.579077e-07,3
0,1.6440676e-07,2
0,1.1027584e-07,2
0,7.7260765e-08,2
0,7.436807e-07,2
0,3.3699582e-06,1
0,1.2007224e-07,3
0,8.402363e-08,3
0,4.7646573e-08,3
0,8.0908215e-08,2
0,1.3091659e-07,3
0,2.1568322e-07,2
0,3.4080327e-07,3
0,1.0032944e-06,1
0,1.4457012e-06,3
0,9.368616e-08,2
0,1.378703e-07,2
0,5.770395e-08,2
0,2.1092337e-05,2
0,2.1236156e-08,2
0,2.4183217e-07,3
0,2.2148276e-07,3
0,8.3230255e-08,2
0,1.8837467e-07,3
0,7.493099e-08,2
0,9.891096e-06,2
0,5.6232256e-08,2
0,0.00013147172,2
0,1.1117807e-07,2
0,6.8711042e-06,1
0,1.900907e-07,3
0,4.410977e-08,2
0,1.5255716e-07,3
0,5.0410827e-06,2
0,2.9370162e-06,1
0,2.676644e-06,2
0,7.9709025e-08,2
0,1.388295e-07,3
0,4.4421417e-06,2
0,2.672843e-08,3
0,7.732975e-08,2
0,2.6210208e-07,3
0,2.0116161e-07,2
0,2.8105662e-08,3
0,2.7035196e-07,3
0,9.0017394e-08,3
0,3.183586e-08,2
0,1.8925424e-06,2
0,9.43454e-07,1
0,5.83409e-07,1
0,9.9340724e-08,3
0,2.5280764e-07,3
0,4.6442024e-06,2
0,3.9786485e-07,3
0,1.064722e-07,2
0,1.5050456e-06,2
0,6.871321e-08,2
0,2.2873194e-06,2
0,3.050465e-06,2
0,4.2986347e-08,3
0,2.816795e-07,3
0,9.312065e-06,2
0,4.1187512e-08,3
0,9.857279e-07,2
0,1.1295805e-07,2
0,2.6986486e-06,2
0,2.1437633e-07,3
0,1.5335637e-07,3
0,2.6156301e-06,1
0,1.6038109e-07,2
0,7.323641e-08,2
0,9.983231e-08,2
0,6.932005e-06,2
0,1.5306665e-06,2
0,4.827262e-08,3
0,6.997217e-08,3
0,1.0653924e-07,3
0,5.9016446e-07,2
0,3.3933195e-06,2
0,1.2131743e-07,2
0,9.354272e-06,1
0,7.703592e-08,3
0,1.4708476e-06,1
0,1.4519463e-07,3
0,5.217882e-08,2
0,5.7768048e-06,2
0,8.2174346e-08,2
0,9.0173836e-07,1
0,3.014584e-06,2
0,5.367301e-07,3
0,2.9102584e-06,1
0,1.7426294e-06,1
0,1.3375815e-07,3
0,1.4123762e-05,1
0,7.037638e-08,2
0,9.402285e-07,1
0,7.670602e-08,2
0,1.1793086e-05,1
0,3.613171e-07,99
0,9.5891764e-08,3
0,1.3029494e-07,3
0,1.7329279e-07,3
0,4.9046083e-08,2
0,7.395013e-06,2
0,2.9982784e-06,1
0,1.783021e-07,2
0,5.721041e-07,1
0,1.4745757e-08,2
0,1.0593055e-07,2
0,1.8812111e-08,2
0,3.449487e-08,2
0,3.135293e-06,2
0,1.0291967e-05,1
0,5.346399e-05,2
0,7.493099e-08,2
0,6.051695e-08,2
0,5.5299876e-07,3
0,2.0896066e-07,3
0,6.210137e-08,2
0,6.337309e-08,2
0,9.775359e-08,2
0,1.2400443e-07,3
0,5.83409e-07,1
0,1.723914e-08,2
0,9.9470604e-08,3
0,1.17391274e-07,2
0,7.6236226e-08,2
0,5.4370627e-08,2
0,4.0858143e-07,2
0,1.9533339e-07,3
0,1.4135672e-05,1
0,1.0822917e-07,2
0,2.3170789e-05,2
0,5.354867e-07,2
0,1.2048435e-05,1
0,1.3673193e-07,3
0,4.4759733e-07,3
0,3.138904e-06,1
0,1.3835835e-06,2
0,5.1639954e-06,1
0,1.394436e-07,3
0,9.2680165e-07,99
0,4.5657566e-06,1
0,9.028374e-08,2
0,5.905478e-07,2
0,9.711579e-08,2
0,1.5469468e-06,2
0,3.2319067e-06,1
0,5.697275e-07,2
0,1.3086216e-07,3
0,2.64861e-08,3
0,7.436403e-08,2
0,1.0065711e-05,1
0,1.9796767e-08,2
0,5.5145205e-07,1
0,5.697275e-07,2
0,7.233653e-08,2
0,1.1765684e-06,3
0,2.3397007e-08,2
0,2.7371152e-06,1
0,1.790433e-06,1
0,1.433761e-07,2
0,0.00017952488,1
0,3.2432514e-08,2
0,3.0730855e-06,1
0,6.4688334e-06,2
0,1.0679778e-06,2
0,1.3785245e-06,2
0,1.6096374e-05,2
0,4.9860605e-06,2
0,0.019739486,2
0,4.823779e-06,1
0,8.522922e-06,2
0,4.8857396e-07,3
0,1.0347502e-05,2
0,1.0698642e-07,2
0,3.7755905e-07,2
0,1.1191356e-07,3
0,1.8607775e-06,1
0,7.458649e-08,2
0,0.67260367,1
0,1.8053329e-07,3
0,3.2458836e-06,1
0,8.867184e-06,1
0,1.3354096e-07,3
0,2.488769e-06,2
0,7.308911e-07,2
0,1.6056428e-06,2
0,2.3318432e-06,1
0,1.9825548e-07,3
0,7.703592e-08,3
0,6.9198265e-08,2
0,9.3328566e-08,2
0,7.612405e-08,2
0,1.5333459e-06,1
0,9.3865204e-08,2
0,8.844869e-07,1
0,1.56092e-07,3
0,4.8723246e-07,3
0,5.8483007e-08,2
0,6.680522e-07,3
0,1.1455682e-05,2
0,3.7997238e-06,2
0,2.81181e-08,2
0,6.872907e-08,2
0,1.9796767e-08,2
0,2.4001963e-06,1
0,2.7371152e-06,1
0,3.426655e-07,3
0,3.202746e-06,2
